name,description,video
FIRE,(as in "shoot a rifle"),fire4.mp4
FIRE ALARM,(as in "the noun; a fire alarm"),fire_alarm.mp4
FIRE ALARM,(as in "the verb; to pull a fire alarm"),fire_alarm2.mp4
FIRE DEPARTMENT,,fire_department.mp4
FIRE DETECTOR,,fire_detector.mp4
FIRE EXTINGUISHER,,fire_extinguisher.mp4
FIRE HOSE,,fire_hose.mp4
FIRE HYDRANT,,fire_hydrant.mp4
FIRE STATION,,fire_station.mp4
FIRE TRUCK,,fire_truck.mp4
FIREFIGHTER,,firefighter.mp4
FIREFLY,,firefly.mp4
FIREMAN,,fireman.mp4
FIREPLACE,,fireplace.mp4
FIREWOOD,,firewood.mp4
FIREWORKS,,fireworks.mp4
FIRM,,firm.mp4
FIRMAMENT,(as in "the heavens"),firmament.mp4
FIRST,(as in "a thing in a list"),first.mp4
FIRST,(as in "first place"),first2.mp4
FIRST,(as in "in a sequence"),first3.mp4
FIRST,(as in "first of three"),first4.mp4
FISH,(as in "the animal or food"),fish.mp4
FISH,(as in "the verb to fish"),fish2.mp4
FISHING NET,,fishing_net.mp4
FISHING ROD,,fishing_rod.mp4
FIST,,fist.mp4
FIST PUMP,,fist_pump.mp4
FIT,(as in "fit together"),fit.mp4
FIT,(as in "healthy"),fit2.mp4
FITNESS,,fitness.mp4
FIVE,,five.mp4
FIVE,(as in "five of something"),five2.mp4
FIVE CENTS,,five_cents.mp4
FIVE DAYS,,five_days.mp4
FIVE DAYS AGO,,five_days_ago.mp4
FIVE DOLLARS,,five_dollars.mp4
FIVE HOURS,,five_hours.mp4
FIVE HUNDRED,,five_hundred.mp4
FIVE MINUTES,,five_minutes.mp4
FIVE MONTHS,,five_months.mp4
FIVE MONTHS AGO,,five_months_ago.mp4
FIVE OF US,,five_of_us.mp4
FIVE THOUSAND,,five_thousand.mp4
FIVE WEEKS,,five_weeks.mp4
FIVE WEEKS AGO,(as in "5 weeks in the past"),five_weeks_ago.mp4
FIVE YEARS,,five_years.mp4
FIVE YEARS AGO,,five_years_ago.mp4
FIVE YEARS FROM NOW,,five_years_from_now.mp4
FIVE YEARS OLD,,five_years_old.mp4
FIX,(as in "to mend"),fix.mp4
FIX,(as in "to make"),fix2.mp4
FIX,(as in "set"),fix3.mp4
FJORD,,fjord.mp4
FLAB,,flab.mp4
FLABBERGASTED,,flabbergasted.mp4
FLABBY,(as in "flabby arms"),flabby.mp4
FLABBY,(as in "flabby stomach"),flabby2.mp4
FLABBY,(as in "flabby neck or chin"),flabby3.mp4
FLABBY ARMS,(as in "flabby arms"),flabby_arms.mp4
FLABBY CHIN,(as in "flabby neck or chin"),flabby_chin.mp4
FLABBY NECK,(as in "flabby neck or chin"),flabby_neck.mp4
FLABBY STOMACH,(as in "flabby stomach"),flabby_stomach.mp4
FLAG,,flag.mp4
FLAG DAY,,flag_day.mp4
FLAME,,flame.mp4
FLAMINGO,,flamingo.mp4
FLAP,(as in "flapping wings"),flap.mp4
FLASH,(as in "flash on a camera"),flash.mp4
FLASH,(as in "flashing light"),flash2.mp4
FLASH,(as in "fast"),flash3.mp4
FLASH,(as in "the name"),flash4.mp4
FLASHBACK,,flashback.mp4
FLASHLIGHT,,flashlight.mp4
FLAT,,flat.mp4
FLAT TIRE,,flat_tire.mp4
FLATTER,,flatter.mp4
FLATULENCE,,flatulence.mp4
FLAVOR,,flavor.mp4
FLEA,,flea.mp4
FLEE,(as in "to leave"),flee.mp4
FLEECE,,fleece.mp4
FLEISHIG AND MILCHIG,,fleishig_and_milchig.mp4
FLESH,,flesh.mp4
FLEXIBLE,,flexible.mp4
FLIGHT,,flight.mp4
FLIGHT,(as in "on the run"),flight2.mp4
FLINT,(as in "the city in Michigan"),flint.mp4
FLIP,(as in "an object or food"),flip.mp4
FLIP OVER,(as in "an object or food"),flip_over.mp4
FLIP-FLOPS,,flip2flops.mp4
FLIPPANT,,flippant.mp4
FLIRT,,flirt.mp4
FLIRTY EYES,,flirty_eyes.mp4
FLOAT,(as in "floating in water"),float.mp4
FLOAT,(as in "a drink"),float2.mp4
FLOCK,,flock.mp4
FLOOD,(as in "rising water"),flood.mp4
FLOOR,,floor.mp4
FLOP,(as in "no good"),flop.mp4
FLOPPY,(as in "flexible"),floppy.mp4
FLOPPY,(as in "floppy ears"),floppy2.mp4
FLOPPY EARS,,floppy_ears.mp4
FLOPPY HAT,,floppy_hat.mp4
FLORA,,flora.mp4
FLORIDA,(as in "the state"),florida.mp4
FLORIST,,florist.mp4
FLOSS,,floss.mp4
FLOUR,(as in "cooking flour"),flour.mp4
FLOW,(as in "water movement"),flow.mp4
FLOWER,,flower.mp4
FLOWER BED,,flower_bed.mp4
FLOWER GARDEN,,flower_garden.mp4
FLOWER GIRL,,flower_girl.mp4
FLOWERPOT,,flowerpot.mp4
FLU,(as in "the type of sickness"),flu.mp4
FLU SHOT,,flu_shot.mp4
FLUENT,,fluent.mp4
FLUID,(as in "liquid"),fluid.mp4
FLUNK,(as in "to get an F grade"),flunk.mp4
FLUNK,(as in "to fail completely"),flunk2.mp4
FLUSH,(as in "to flush a toilet"),flush.mp4
FLUSTERED,(as in "nervous"),flustered.mp4
FLUSTERED,(as in "confused"),flustered2.mp4
FLUTE,,flute.mp4
FLY,(as in "fly in an airplane"),fly.mp4
FLY,(as in "the insect"),fly2.mp4
FLY,(as in "a bird flying"),fly3.mp4
FLY ACROSS,,fly_across.mp4
FLY BY THE SEAT OF YOUR PANTS,,fly_by_the_seat_of_your_pants.mp4
FOAL,(as in "a young horse"),foal.mp4
FOCUS,,focus.mp4
FOE,,foe.mp4
FOG,(as in "a cloud of moisture near the ground"),fog.mp4
FOLD,(as in "folding laundry"),fold.mp4
FOLD,(as in "fold paper"),fold2.mp4
FOLDER,,folder.mp4
FOLK,(as in "people"),folk.mp4
FOLLOW,(as in "adhere to"),follow.mp4
FOLLOW,(as in "to chase"),follow2.mp4
FOLLOWER,,follower.mp4
FOND,(as in "admire or fond of"),fond.mp4
FOND OF,,fond_of.mp4
FOOD,,food.mp4
FOOL,(as in "to fool someone"),fool.mp4
FOOL,(as in "fool me"),fool2.mp4
FOOL,(as in "gullible"),fool3.mp4
FOOL AROUND,,fool_around.mp4
FOOLISH,(as in "silly"),foolish.mp4
FOOLISH,(as in "gullible"),foolish2.mp4
FOOT,(as in "unit of measurement"),foot.mp4
FOOT,(as in "the body part"),foot2.mp4
FOOTBALL,(as in "the sport"),football.mp4
FOOTBALL,(as in "the ball used to play football"),football2.mp4
FOOTBALL PLAYER,,football_player.mp4
FOR,,for.mp4
FOR FOR,,for_for.mp4
FOR SURE,,for_sure.mp4
FOR WHICH IT STANDS,,for_which_it_stands.mp4
FORAL PATTERN,,foral_pattern.mp4
FORBID,,forbid.mp4
FORBIDDEN,,forbidden.mp4
FORCE,(as in "to force someone"),force.mp4
FORCE,(as in "to force me"),force2.mp4
FORE,,fore.mp4
FOREARM,(as in "the lower part of the arm"),forearm.mp4
FORECAST,,forecast.mp4
FOREFATHER,,forefather.mp4
FOREFRONT,,forefront.mp4
FOREHEAD,,forehead.mp4
FOREIGN,,foreign.mp4
FOREIGN LANGUAGE,,foreign_language.mp4
FOREIGNER,,foreigner.mp4
FORESEE,,foresee.mp4
FOREST,,forest.mp4
FORETELL,,foretell.mp4
FOREVER,,forever.mp4
FORGET,,forget.mp4
FORGETFUL,,forgetful.mp4
FORGIVE,,forgive.mp4
FORGIVENESS,,forgiveness.mp4
FORGOT,,forgot.mp4
FORK,,fork.mp4
FORLORN,,forlorn.mp4
FORM,(as in "a document you fill out"),form.mp4
FORM,(as in "to make"),form2.mp4
FORMAL,,formal.mp4
FORMER,,former.mp4
FORMERLY,,formerly.mp4
FORMULA,,formula.mp4
FORMULATE,,formulate.mp4
FORNICATION,,fornication.mp4
FORSAKE,,forsake.mp4
FORT,,fort.mp4
FORTHRIGHT,,forthright.mp4
FORTRESS,,fortress.mp4
FORTUNATE,,fortunate.mp4
FORTUNE,(as in "wealth"),fortune.mp4
FORTUNE,(as in "prophecy"),fortune2.mp4
FORTY,,forty.mp4
FORTY-EIGHT,,forty2eight.mp4
FORTY-FIVE,,forty2five.mp4
FORTY-FOUR,,forty2four.mp4
FORTY-NINE,,forty2nine.mp4
FORTY-ONE,,forty2one.mp4
FORTY-SEVEN,,forty2seven.mp4
FORTY-SIX,,forty2six.mp4
FORTY-THREE,,forty2three.mp4
FORTY-TWO,,forty2two.mp4
FORUM,(as in "online forum"),forum.mp4
FORWARD,,forward.mp4
FOUL,(as in "dirty"),foul.mp4
FOUND,(as in "to find"),found.mp4
FOUND,(as in "to establish"),found2.mp4
FOUNDATION,(as in "building foundation"),foundation.mp4
FOUNDATION,(as in "support"),foundation2.mp4
FOUNDATION,(as in "an organization"),foundation3.mp4
FOUNDED,,founded.mp4
FOUNTAIN,(as in "water fountain"),fountain.mp4
FOUNTAIN,(as in "drinking fountain"),fountain2.mp4
FOUR,,four.mp4
FOUR,(as in "four of something"),four2.mp4
FOUR CENTS,,four_cents.mp4
FOUR DAYS,,four_days.mp4
FOUR DAYS AGO,,four_days_ago.mp4
FOUR DOLLARS,,four_dollars.mp4
FOUR HOURS,,four_hours.mp4
FOUR HUNDRED,,four_hundred.mp4
FOUR MINUTES,,four_minutes.mp4
FOUR MONTHS,,four_months.mp4
FOUR MONTHS AGO,,four_months_ago.mp4
FOUR OF US,,four_of_us.mp4
FOUR THOUSAND,,four_thousand.mp4
FOUR WEEKS,,four_weeks.mp4
FOUR WEEKS AGO,(as in "4 weeks in the past"),four_weeks_ago.mp4
FOUR YEARS,,four_years.mp4
FOUR YEARS AGO,,four_years_ago.mp4
FOUR YEARS FROM NOW,,four_years_from_now.mp4
FOUR YEARS OLD,,four_years_old.mp4
FOURTEEN,,fourteen.mp4
FOURTH,|(as in "the amount,_1/.mp4,FOURTH.mp4
FOURTH,(as in "in a sequence"),fourth2.mp4
FOURTH,(as in "a thing in a list"),fourth3.mp4
FOURTH OF JULY,,fourth_of_july.mp4
FOWL,(as in "domestic bird"),fowl.mp4
FOX,,fox.mp4
FOXY,,foxy.mp4
FRACTION,,fraction.mp4
FRACTURE,(as in "to break"),fracture.mp4
FRAGILE,,fragile.mp4
FRAGRANCE,,fragrance.mp4
FRAIL,,frail.mp4
FRAME,,frame.mp4
FRANCE,(as in "the country"),france.mp4
FRANCISCANS,(as in "the group within the Catholic Church"),franciscans.mp4
FRANK,,frank.mp4
FRANKINCENSE,(as in "a type of incense"),frankincense.mp4
FRANKLY,,frankly.mp4
FRATERNITY,,fraternity.mp4
FRATERNIZE,,fraternize.mp4
FRAUD,,fraud.mp4
FREAK,,freak.mp4
FREAK-OUT,,freak2out.mp4
FRECKLE,,freckle.mp4
FRECKLES,,freckles.mp4
FREE,(as in "cost nothing or independent"),free.mp4
FREE WILL,,free_will.mp4
FREEDOM,,freedom.mp4
FREEWAY,(as in "two lanes in both directions"),freeway.mp4
FREEWAY,(as in "three lanes in both directions"),freeway2.mp4
FREEWAY,(as in "four lanes in both directions"),freeway3.mp4
FREEWAY,(as in "five lanes in both directions"),freeway4.mp4
FREEZE,,freeze.mp4
FREEZER,,freezer.mp4
FREEZING RAIN,,freezing_rain.mp4
FREMONT,(as in "the city in California"),fremont.mp4
FRENCH,,french.mp4
FRENCH FRIES,(as in "fried potato chunks"),french_fries.mp4
FRENCH GUIANA,(as in "the French territory in South America"),french_guiana.mp4
FRENCH HORN,(as in "the musical instrument"),french_horn.mp4
FRENCH KISS,,french_kiss.mp4
FRENCH TOAST,,french_toast.mp4
FREQUENT,,frequent.mp4
FRESH,,fresh.mp4
FRESHMAN,(as in "freshman in high school"),freshman.mp4
FRESHMAN,(as in "freshman in college"),freshman2.mp4
FRICTION,,friction.mp4
FRIDAY,,friday.mp4
FRIDAYS,,fridays.mp4
FRIDGE,,fridge.mp4
FRIED,,fried.mp4
FRIEND,,friend.mp4
FRIENDLY,,friendly.mp4
FRIENDLY PERSON,,friendly_person.mp4
FRIENDSHIP,,friendship.mp4
FRIGHTENED,,frightened.mp4
FRIGID,,frigid.mp4
FRISBEE,,frisbee.mp4
FRIVOLOUS,,frivolous.mp4
FROG,,frog.mp4
FROM,,from.mp4
FROM NOW ON,,from_now_on.mp4
FROM TIME TO TIME,,from_time_to_time.mp4
FRONT,,front.mp4
FRONT DOOR,,front_door.mp4
FROST,,frost.mp4
FROSTING,,frosting.mp4
FROSTY THE SNOWMAN,,frosty_the_snowman.mp4
FROWN,,frown.mp4
FROZE,,froze.mp4
FROZEN,,frozen.mp4
FRUIT,,fruit.mp4
FRUIT AND VEGETABLES,,fruit_and_vegetables.mp4
FRUIT SALAD,,fruit_salad.mp4
FRUITCAKE,,fruitcake.mp4
FRUSTRATE,(as in "the conjunction but"),frustrate.mp4
FRUSTRATE,,frustrate2.mp4
FRY,(as in "a type of cooking"),fry.mp4
FRY,(as in "a young fish"),fry2.mp4
FRYING PAN,,frying_pan.mp4
FUEL,,fuel.mp4
FUGITIVE,,fugitive.mp4
FULFILL,,fulfill.mp4
FULL,(as in "a full container"),full.mp4
FULL,(as in "emotionally full"),full2.mp4
FULL,(as in "physically full"),full3.mp4
FUMBLE,,fumble.mp4
FUME,(as in "smell released from something"),fume.mp4
FUME,(as in "angry"),fume2.mp4
FUN,,fun.mp4
FUNCTION,,function.mp4
FUND,,fund.mp4
FUNDAMENTAL,,fundamental.mp4
FUNDAMENTALIST,,fundamentalist.mp4
FUNDRAISE,,fundraise.mp4
FUNDS,(as in "money"),funds.mp4
FUNERAL,,funeral.mp4
FUNNEL,,funnel.mp4
FUNNY,,funny.mp4
FUNNY,(as in "very funny"),funny2.mp4
FUNNY PERSON,,funny_person.mp4
FUR,,fur.mp4
FUR COLLAR,,fur_collar.mp4
FUR HOOD,,fur_hood.mp4
FUR-LINED HOOD,,fur2lined_hood.mp4
FURIOUS,(as in "mad or angry"),furious.mp4
FURNITURE,,furniture.mp4
FURTHER,,further.mp4
FURY,(as in "anger or mad"),fury.mp4
FUSE,,fuse.mp4
FUSE SWITCH,,fuse_switch.mp4
FUSSY,,fussy.mp4
FUTURE,(as in "near future"),future.mp4
FUTURE,(as in "far future"),future2.mp4
FUTURE,(as in "medium future"),future3.mp4
FUZZY,,fuzzy.mp4
G,(as in "the letter G"),g.mp4
GABE,(as in "the name"),gabe.mp4
GAIN,(as in "profit or gain money"),gain.mp4
GAIN,(as in "gain weight"),gain2.mp4
GALA,,gala.mp4
GALAXY,,galaxy.mp4
GALE,(as in "a storm or windy"),gale.mp4
GALLAUDET,(as in "the college"),gallaudet.mp4
GALLAUDET,(as in "Thomas Gallaudet"),gallaudet2.mp4
GALLON,(as in "unit of measurement"),gallon.mp4
GALLOP,(as in "a horse galloping"),gallop.mp4
GALOSHES,,galoshes.mp4
GAMBLE,,gamble.mp4
GAME,,game.mp4
GANG,,gang.mp4
GAP,,gap.mp4
GARAGE,(as in "the structure you store vehicles within"),garage.mp4
GARAGE,(as in "to pull into a garage"),garage2.mp4
GARBAGE,,garbage.mp4
GARBAGE CAN,,garbage_can.mp4
GARDEN,,garden.mp4
GARDEN HOSE,,garden_hose.mp4
GARDENER,,gardener.mp4
GARDENING,,gardening.mp4
GARLIC,,garlic.mp4
GARMENT,,garment.mp4
GAS,,gas.mp4
GAS PUMP,,gas_pump.mp4
GAS STATION,,gas_station.mp4
GASOLINE,,gasoline.mp4
GATE,,gate.mp4
GATHER,(as in "to get together"),gather.mp4
GATHER,(as in "to collect"),gather2.mp4
GATHER TOGETHER,,gather_together.mp4
GAUNT,,gaunt.mp4
GAVEL,,gavel.mp4
GAY,(as in "homosexual"),gay.mp4
GAY,(as in "gay male"),gay2.mp4
GAY,(as in "gay female"),gay3.mp4
GAZE,,gaze.mp4
GAZELLE,,gazelle.mp4
GAZING LOVINGLY,,gazing_lovingly.mp4
GECKO,,gecko.mp4
GEEK,,geek.mp4
GEESE,,geese.mp4
GEM,,gem.mp4
GENDER,,gender.mp4
GENERAL,(as in "broad or generic"),general.mp4
GENERAL,(as in "a commander in the army"),general2.mp4
GENERAL ANESTHESIA,,general_anesthesia.mp4
GENERATION,(as in "ancestors or descendants"),generation.mp4
GENEROUS,,generous.mp4
GENETICS,,genetics.mp4
GENIUS,,genius.mp4
GENTLE,,gentle.mp4
GENTLEMAN,,gentleman.mp4
GENUFLECT,,genuflect.mp4
GENUINE,,genuine.mp4
GEOGRAPHY,,geography.mp4
GEOMETRY,,geometry.mp4
GEORGE,(as in "the name"),george.mp4
GEORGE WASHINGTON,(as in "the first president of the United States of America"),george_washington.mp4
GEORGIA,(as in "the state"),georgia.mp4
GEORGIA,(as in "the country"),georgia2.mp4
GERMAN,(as in "origin from Germany"),german.mp4
GERMANY,(as in "the country"),germany.mp4
GERMS,(as in "a disease causing microorganism"),germs.mp4
GESTURE,,gesture.mp4
GESUNDHEIT,(as in "a variation of bless you or may you have good health"),gesundheit.mp4
GET,(as in "receive"),get.mp4
GET,(as in "to become"),get2.mp4
GET AWAY,,get_away.mp4
GET BACK TOGETHER,(as in "reconcile"),get_back_together.mp4
GET DRESSED,(as in "to put clothes on"),get_dressed.mp4
GET ON MY NERVES,,get_on_my_nerves.mp4
GET ON YOUR NERVES,,get_on_your_nerves.mp4
GET OVER IT,,get_over_it.mp4
GET PINNED,,get_pinned.mp4
GET RID,,get_rid.mp4
GET TO,(as in "to arrive"),get_to.mp4
GET TOGETHER,(as in "a gathering"),get_together.mp4
GET UP,,get_up.mp4
GET USED TO,,get_used_to.mp4
GET WITH IT,,get_with_it.mp4
GG,(as in "the letter G twice"),gg.mp4
GHANDI,(as in "the name"),ghandi.mp4
GHOST,,ghost.mp4
GIANT,(as in "a type of person"),giant.mp4
GIANT,(as in "gigantic or huge"),giant2.mp4
GIBBON,,gibbon.mp4
GIFT,,gift.mp4
GIFT EXCHANGE,,gift_exchange.mp4
GIFT ME,,gift_me.mp4
GIFT YOU,,gift_you.mp4
GIGANTIC,,gigantic.mp4
GIGGLE,,giggle.mp4
GIMMICK,,gimmick.mp4
GINGER,,ginger.mp4
GINGERBREAD,,gingerbread.mp4
GINGERBREAD HOUSE,,gingerbread_house.mp4
GIRAFFE,,giraffe.mp4
GIRL,,girl.mp4
GIRL SCOUT,,girl_scout.mp4
GIRLFRIEND,,girlfriend.mp4
GIVE,(as in "giving something to somebody"),give.mp4
GIVE,(as in "you getting something yourself"),give2.mp4
GIVE HER,,give_her.mp4
GIVE HIM,,give_him.mp4
GIVE IN,(as in "to give in or admit"),give_in.mp4
GIVE ME,(as in "you getting something yourself"),give_me.mp4
GIVE ME INFORMATION,(as in "to inform me"),give_me_information.mp4
GIVE ME NEWS,(as in "to inform me"),give_me_news.mp4
GIVE UP,(as in "surrender"),give_up.mp4
GIVE YOU,,give_you.mp4
GIVEN TO ME,,given_to_me.mp4
GIZMO,,gizmo.mp4
GLAD,,glad.mp4
GLANCE,,glance.mp4
GLARE,(as in "from light"),glare.mp4
GLARE,(as in "to stare"),glare2.mp4
GLASS,(as in "the material or substance"),glass.mp4
GLASS,|(as in "for drinking,_a_cup_or_containe.mp4,GLASS2.mp4
GLASSES,(as in "any eyeglasses"),glasses.mp4
GLASSES,(as in "square shaped eyeglasses"),glasses2.mp4
GLASSES,(as in "round shaped eyeglasses"),glasses3.mp4
GLASSES,(as in "cat-eye shaped eyeglasses"),glasses4.mp4
GLASSES,(as in "oversized eyeglasses"),glasses5.mp4
GLASSES,(as in "wrap-around eyeglasses"),glasses6.mp4
GLIDE,(as in "the video chat messenging app"),glide.mp4
GLIMPSE,,glimpse.mp4
GLISTEN,,glisten.mp4
GLITTER,,glitter.mp4
GLOBE,,globe.mp4
GLOOMY,,gloomy.mp4
GLOOMY,(as in "weather"),gloomy2.mp4
GLORIFY,,glorify.mp4
GLORIOUS,,glorious.mp4
GLORY,,glory.mp4
GLOSS OVER,,gloss_over.mp4
GLOSSY,,glossy.mp4
GLOVES,,gloves.mp4
GLOW,,glow.mp4
GLUE,,glue.mp4
GO,(as in "go away or gone away"),go.mp4
GO,(as in "leave"),go2.mp4
GO,(as in "to go somewhere specific"),go3.mp4
GO,|(as in "to go,_but_not_naming_a_specific_plac.mp4,GO4.mp4
GO,(as in "go frequently"),go5.mp4
GO,(as in "to command someone to go away and don’t come back"),go6.mp4
GO,(as in "go away and don’t come back"),go7.mp4
GO,(as in "to go quickly"),go8.mp4
GO AHEAD,,go_ahead.mp4
GO BY TRAIN,,go_by_train.mp4
GO DOWN SPIRAL STAIRS,,go_down_spiral_stairs.mp4
GO DOWNSTAIRS,,go_downstairs.mp4
GO DUTCH,,go_dutch.mp4
GO FIFTY-FIFTY,,go_fifty2fifty.mp4
GO FOR BROKE,,go_for_broke.mp4
GO OFTEN,,go_often.mp4
GO ON,,go_on.mp4
GO OUT,,go_out.mp4
GO SMOOTHLY,,go_smoothly.mp4
GO STEADY,,go_steady.mp4
GO TO,,go_to.mp4
GO TO,(as in "go to frequently"),go_to2.mp4
GO TO BED,,go_to_bed.mp4
GO TO IT,,go_to_it.mp4
GO TO SLEEP,,go_to_sleep.mp4
GO TOGETHER,(as in "dating or going steady"),go_together.mp4
GO TOGETHER,(as in "to go with"),go_together2.mp4
GO UP SPIRAL STAIRS,,go_up_spiral_stairs.mp4
GO UPSTAIRS,,go_upstairs.mp4
GO WITH,,go_with.mp4
GO WITH THE FLOW,,go_with_the_flow.mp4
GOAL,(as in "an objective"),goal.mp4
GOAL,(as in "to score a goal in basketball"),goal2.mp4
GOAL,(as in "to score a goal in American football"),goal3.mp4
GOAT,,goat.mp4
GOATEE,,goatee.mp4
GOD,,god.mp4
GOD BLESS YOU,,god_bless_you.mp4
'GOD''S MERCY',,god1s_mercy.mp4
'GOD''S WORD',,god1s_word.mp4
GODS,,gods.mp4
GOLD,,gold.mp4
GOLDEN,,golden.mp4
GOLDFISH,,goldfish.mp4
GOLF,,golf.mp4
GOLF BALL,,golf_ball.mp4
GOLF CLUB,,golf_club.mp4
GONE,(as in "missing"),gone.mp4
GONE,(as in "absent"),gone2.mp4
GONE,(as in "leave"),gone3.mp4
GOOD,,good.mp4
GOOD AFTERNOON,,good_afternoon.mp4
GOOD DAY,(as in "have a good day"),good_day.mp4
GOOD EVENING,,good_evening.mp4
GOOD FRIDAY,,good_friday.mp4
GOOD FRIEND,,good_friend.mp4
GOOD JOB,,good_job.mp4
GOOD LOOKING,,good_looking.mp4
GOOD LUCK,,good_luck.mp4
GOOD MORNING,,good_morning.mp4
GOOD NATURED,,good_natured.mp4
GOOD NIGHT,(as in "in trouble"),good_night.mp4
GOOD NIGHT,(as in "something you say at night or at bedtime"),good_night2.mp4
GOOD REPUTATION,,good_reputation.mp4
GOODBYE,,goodbye.mp4
GOODY TWO SHOES,,goody_two_shoes.mp4
GOOF OFF,,goof_off.mp4
GOOGLE,,google.mp4
GOOGLE.COM,,google3com.mp4
GOOSE,,goose.mp4
GORGEOUS,,gorgeous.mp4
GORILLA,,gorilla.mp4
GOSLING,(as in "a young goose"),gosling.mp4
GOSPEL,,gospel.mp4
GOSSIP,,gossip.mp4
GOT,,got.mp4
GOT UP ON THE WRONG SIDE OF THE BED,,got_up_on_the_wrong_side_of_the_bed.mp4
GOVERN,,govern.mp4
GOVERNMENT,,government.mp4
GOVERNOR,,governor.mp4
GOWN,,gown.mp4
GRAB,(as in "to take an opportunity"),grab.mp4
GRAB,(as in "to grab something"),grab2.mp4
GRAB A HOLD OF,,grab_a_hold_of.mp4
GRACE,,grace.mp4
GRACIOUS,,gracious.mp4
GRAD SCHOOL,,grad_school.mp4
GRADE,(as in "incline or slope"),grade.mp4
GRADE,(as in "a performance indicator in school"),grade2.mp4
GRADE,(as in "action of grading something"),grade3.mp4
GRADUATE,,graduate.mp4
GRADUATE SCHOOL,,graduate_school.mp4
GRADUATION,,graduation.mp4
GRAIN,,grain.mp4
GRAM,(as in "a unit of measure"),gram.mp4
GRAMMAR,,grammar.mp4
GRAMPS,(as in "male grandparent"),gramps.mp4
GRAND,,grand.mp4
GRAND RAPIDS,(as in "the city in Michigan"),grand_rapids.mp4
GRANDCHILDREN,,grandchildren.mp4
GRANDDAUGHTER,,granddaughter.mp4
GRANDFATHER,(as in "male grandparent"),grandfather.mp4
GRANDMA,(as in "female grandparent"),grandma.mp4
GRANDMOTHER,(as in "female grandparent"),grandmother.mp4
GRANDPA,(as in "male grandparent"),grandpa.mp4
GRANDPARENTS,,grandparents.mp4
GRANDSON,,grandson.mp4
GRANNY,(as in "female grandparent"),granny.mp4
GRANT,,grant.mp4
GRAPEFRUIT,,grapefruit.mp4
GRAPES,,grapes.mp4
GRAPH,,graph.mp4
GRAPHIC,,graphic.mp4
GRASS,(as in "plant that grows in the lawn"),grass.mp4
GRASSLANDS,,grasslands.mp4
GRATE,,grate.mp4
GRATEFUL,(as in "give thanks to God"),grateful.mp4
GRATEFUL,(as in "very thankful"),grateful2.mp4
GRATITUDE,(as in "give thanks to God"),gratitude.mp4
GRATITUDE,(as in "very thankful"),gratitude2.mp4
GRAVE,,grave.mp4
GRAVITY,,gravity.mp4
GRAVY,,gravy.mp4
GRAY,(as in "the color"),gray.mp4
GRAY HAIR,,gray_hair.mp4
GREASE,,grease.mp4
GREASY,,greasy.mp4
GREAT,(as in "big or large"),great.mp4
GREAT,(as in "awesome or wonderful"),great2.mp4
GREAT,(as in "family relation"),great3.mp4
GREAT BRITAIN,,great_britain.mp4
GREAT GRANDCHILDREN,,great_grandchildren.mp4
GREAT GRANDDAUGHTER,,great_granddaughter.mp4
GREAT GRANDFATHER,,great_grandfather.mp4
GREAT GRANDMA,,great_grandma.mp4
GREAT GRANDMOTHER,,great_grandmother.mp4
GREAT GRANDPA,,great_grandpa.mp4
GREAT GRANDPARENTS,,great_grandparents.mp4
GREAT GRANDSON,,great_grandson.mp4
GRECIAN,,grecian.mp4
GREECE,(as in "the country"),greece.mp4
GREED,,greed.mp4
GREEDY,,greedy.mp4
GREEK,,greek.mp4
GREEN,(as in "the color"),green.mp4
GREEN BEANS,,green_beans.mp4
GREEN PEPPER,(as in "the vegetable"),green_pepper.mp4
GREENHOUSE,,greenhouse.mp4
GREENLAND,(as in "the Dutch territory"),greenland.mp4
GREET,,greet.mp4
GREET ME,,greet_me.mp4
GRENADA,(as in "the country"),grenada.mp4
GRENADINES,(as in "the islands in the Caribbean Sea"),grenadines.mp4
GRIEF,(as in "mourn"),grief.mp4
GRIEVANCE,(as in "to object"),grievance.mp4
GRIEVE,(as in "mourn"),grieve.mp4
GRIEVE,(as in "to object"),grieve2.mp4
GRIN,,grin.mp4
GRINCH,(as in "a fictional character created by Dr. Seuss"),grinch.mp4
GRINCHY,,grinchy.mp4
GRIND,(as in "to make smaller"),grind.mp4
GRIND,(as in "daily grind"),grind2.mp4
GRIP,(as in "to grab hold of a person or pole"),grip.mp4
GRIP,(as in "to hold a round object in your hand"),grip2.mp4
GRIPE,,gripe.mp4
GROCERY STORE,,grocery_store.mp4
GROOM,,groom.mp4
GROSS,,gross.mp4
GROUCH,,grouch.mp4
GROUCHY,,grouchy.mp4
GROUND,,ground.mp4
GROUNDHOG,,groundhog.mp4
GROUNDHOG DAY,,groundhog_day.mp4
GROUP,,group.mp4
GROUP DISCUSSION,,group_discussion.mp4
GROUPS,,groups.mp4
GROW,,grow.mp4
GROW BIG,,grow_big.mp4
GROW UP,,grow_up.mp4
GROW UP TOGETHER,,grow_up_together.mp4
GROWN UP,,grown_up.mp4
GROWN UPS,,grown_ups.mp4
GRUMBLE,,grumble.mp4
GRUMPY,,grumpy.mp4
GUADELOUPE,(as in "the French territory"),guadeloupe.mp4
GUARANTEE,,guarantee.mp4
GUARD,,guard.mp4
GUATEMALA,(as in "the country"),guatemala.mp4
GUERRILLA,(as in "the type of fighter"),guerrilla.mp4
